repetition,question_id,question,correct_answer,has_image,claude_answer_real,claude_response_real,is_correct_real,claude_answer_fake,claude_response_fake,is_correct_fake,claude_answer,is_correct
1,IT0200,[Un paziente di 65 anni deve essere sottoposto a colecistectomia. In regime di prericovero ha eseguito un controllo radiologico del torace.] L'immagine radiologica mostrata in figura è in prima istanza compatibile con:,B,True,E,"IT0200, E
Reasoning: L'immagine mostra più immagini circolari, di dimensione e densità molto simili, proiettate superficialmente sui campi polmonari e in corrispondenza della parete toracica: aspetto tipico delle ombre degli elettrodi ECG. Non è presente un pattern micronodulare diffuso (es. tbc miliare) né multipli noduli polmonari con distribuzione e morfologia variabile tipica di metastasi. Le atelettasie sono opacità lineari/triangolari e la polmonite a focolai multipli dà lesioni con contorni irregolari e variabili; qui invece le lesioni sono ben delimitate,",False,API_ERROR,API_ERROR,False,,
1,IT0213,[Un medico di Pronto Soccorso sta valutando un uomo di 54 anni che lamenta dolore retrosternale.] Il dolore non migliora e improvvisamente il paziente perde coscienza. Nella figura il ritmo presente a monitor è:,B,True,C,"IT0213, C
Reasoning: Il tracciato mostra una tachicardia a complessi larghi e rapida con morfologia ripetitiva e regolare dei complessi ventricolari. Non è un ritmo caotico senza QRS distinguibili (quindi non è fibrillazione ventricolare), né è irregolare come fibrillazione atriale. La morfologia non varia significativamente da battito a battito",False,E,"IT0213, E
Reasoning: In un paziente con dolore toracico che improvvisamente perde coscienza il ritmo che provoca arresto cardiaco è tipicamente una aritmia caotica senza complessi QRS organizzati. La traccia mostra onde irregolari, disorganizzate, di ampiezza e morfologia variabile senza evidenza di complessi ventricolari riconoscibili: quadro compatibile con fibrillazione ventricolare. Le altre opzioni si distinguono così: la TV monomorfa presenta complessi ventricolari larghi e regolari; la TV polimorfa (es. torsione di punta) mostra complessi ventricolari che cambiano gradualmente morfologia con un aspetto “a nastro” ma ancora riconoscibile; la fibrillazione atriale ha onde fibrillatorie con complessi QRS presenti e irregolari; la tachicardia sopraventricolare ha complessi stre",False,,
1,IT0214,[Un medico di Pronto Soccorso sta valutando un uomo di 54 anni che lamenta dolore retrosternale.] Il dolore non migliora e improvvisamente il paziente perde coscienza. Il trattamento di prima scelta è:,A,True,A,"IT0214, A
Reasoning: Il paziente in corso di dolore toracico improvvisamente perde coscienza e l'ECG mostra un ritmo ventricolare mal organizzato (fibrillazione ventricolare/taachicardia ventricolare senza polso). In un arresto cardiaco da FV/TV senza polso il trattamento di prima scelta è la defibrillazione elettrica immediata (shock DC non sincronizzato), con CPR fino a disponibilità del defibrillatore. Farmaci come adrenalina o lidocaina e manovre vagali o espansione volemica non sono il trattamento iniziale prioritario in questo contesto.",True,A,"IT0214, A
Reasoning: Paziente con dolore toracico che improvvisamente perde coscienza probabilmente è andato incontro ad arresto cardiaco da aritmia shockabile (fibrillazione ventricolare/tachicardia ventricolare senza polso). Il primo trattamento in VF/VT è la defibrillazione elettrica immediata. Le altre opzioni (lidocaina, adrenalina) sono terapie successive o per situazioni diverse; manovre vagali ed espansione volemica non sono appropriate come prima scelta in questo contesto.",True,,
1,IT0229,"[Il 13 agosto del 2011, alle ore 20, in Sicilia, un medico legale viene contattato dal Pubblico Ministero in quanto avvisato dalle forze dell'ordine del ritrovamento di un cadavere presso il domicilio dello stesso. Giunto sul luogo, il medico legale viene informato dalla polizia che, a causa dell'odore acre presente nell'appartamento, si era proceduto ad apertura delle finestre di tutte le stanze della casa. Si iniziano le operazioni di sopralluogo, il cadavere si presenta come in figura.] Alla luce dell'immagine allegata e dei dati riportati, considerando una completa risoluzione della rigidità, si può stimare in via preliminare che siano trascorsi:",A,True,A,"IT0229, A
Reasoning: L'immagine mostra segni evidenti di putrefazione (gonfiore addominale, discromia verde-violacea dell'addome, sfaldamento/lesioni cutanee compatibili con skin slip e marcata odorizzazione segnalata dalla polizia).",True,API_ERROR,API_ERROR,False,,
1,IT0235,"[Un uomo di 65 anni presenta insorgenza, in pieno benessere, di cefalea e vomito, seguiti dalla comparsa di afasia ed emiparesi destra. Viene quindi accompagnato in Pronto Soccorso; i familiari riferiscono in anamnesi ipertensione ed etilismo con associata cirrosi epatica. Alla visita il medico trova il paziente soporoso, risvegliabile alla chiamata, afasico globale ed emiplegico a destra. Si prende visione della TC encefalo senza mezzo di contrasto che nel frattempo è stata richiesta (si veda immagine).] Qual è la diagnosi più probabile?",C,True,API_ERROR,API_ERROR,False,C,"IT0235, C
Reasoning: Quadro clinico di insorgenza improvvisa con cefalea/vomito seguito da afasia globale e emiplegia destra localizza il problema nell'emisfero sinistro (emisfero dominante) con coinvolgimento cortico-subcorticale fronto-pariet",True,,
1,IT0236,"[Una donna di 76 anni riferisce di sentire, da alcuni mesi, il braccio di destra più debole; tale disturbo sembra avere un andamento peggiorativo. Nelle ultime settimane sarebbero inoltre comparse delle difficoltà nell'eloquio. La paziente si reca quindi dal neurologo che riscontra un deficit stenico all'arto superiore di destra e una afasia espressiva. Consiglia quindi l'esecuzione di una RM encefalo con mezzo di contrasto. Tale esame evidenzia la presenza di una lesione espansiva verosimilmente extra-assiale a livello frontale destro, captante vivacemente e omogeneamente contrasto, associata a ispessimento della dura madre perilesionale (tail durale) (si veda immagine).] Qual è la diagnosi più probabile?",A,True,API_ERROR,API_ERROR,False,A,"IT0236, A
Reasoning: Clinica (debolezza del braccio destro e afasia espressiva) orienta a lesione frontale sinistra dominante. L’imaging descritto è una lesione extra-assiale, omogeneamente captante il mezzo di contrasto con ispessimento della dura perilesionale (""dural tail""), segno tipico del meningioma. Le altre opzioni (glioma, metastasi, ematoma sottodurale o emorragia intraparenchimale) non spiegano contemporaneamente la sede extra-assiale, l’enhancement omogeneo e la coda durale.",True,,
1,IT0250,"[Un ragazzo di 19 anni presenta un intenso dolore a livello della coscia, prevalentemente notturno, che regredisce dopo la somministrazione di acido acetilsalicilico.] Quale neoformazione è sospettabile con questo quadro clinico-radiologico?",A,True,A,"IT0250, A
Reasoning: Quadro clinico classico per osteoma osteoide: giovane (adolescente/19 aa), dolore intenso notturno che migliora con acido acetilsalicilico/NSAID. Le immagini sono tipiche: piccolo nidus centrale con possibile calcificazione circondato da ampia reazione sclerotica corticale (visibile alla TC e alla risonanza). Le altre lesioni non corrispondono: condroblastoma è epifisario; condrosarcoma e osteosarcoma mostrano aspetti aggressivi e decorso diverso (età/immagini), encondroma è tipicamente asintomatico e mostra calcificazioni chondroidi intramidollari senza la marcata sclerosi reattiva e il nidus tipico.",True,A,"IT0250, A
Reasoning: Il quadro è tipico di osteoma osteoide: giovane maschio, dolore intenso prevalentemente notturno che si allevia con acido acetilsalicilico/ FANS (perché il nidus produce prostaglandine). Radiologicamente si vede un piccolo nidus circondato da reazione sclerotica corticale. Le altre lesioni (condroblastoma, condrosarcoma, osteosarcoma, encondroma) non hanno questa caratteristica risposta al ASA né il tipico nidus radiografico.",True,,
1,IT0311,"[Un paziente di 49 anni presenta da diversi mesi in regione perineale papule roseo-brunastre talvolta confluenti in placche, asintomatiche.] Quale terapia per queste lesioni NON è indicata?",E,True,E,"IT0311, E
Reasoning: L’immagine e la descrizione sono compatibili con condilomi acuminati (papule/verruche genitali da HPV) in regione perineale. Terapie approvate per condilomi esterni includono sinecatechine topiche, podofillotossina (podoflox), imiquimod e opzioni chirurgiche/laser. L’uso topico di acido salicilico su mucose/perigenitali è sconsigliato per il rischio",True,API_ERROR,API_ERROR,False,,
1,IT0340,La radiografia del torace in figura mostra un quadro che potrebbe essere pericoloso per la vita del paziente: quale?,C,True,C,"IT0340, C
Reasoning: L'immagine mostra sul fianco sinistro un'area ampiamente radiotrasparente senza trama vascolare e con un evidente profilo della pleura viscerale (linea di collasso polmonare) e riduzione del volume polmonare residuo: quadro tipico di pneumotorace sinistro. È la condizione potenzialmente pericolosa per la vita (in particolare se tensionale, con possibile spostamento mediastinico). Le altre opzioni non sono coerenti con i reperti radiografici (no ombra densa da emotor",True,C,"IT0340, C
Reasoning: L'immagine radiografica è compatibile con un pneumotorace sinistro: zona omogeneamente ipertrasparente sul lato sinistro con assenza delle normali trame vascolari polmonari e presenza di un profilo della pleura viscerale che separa l'aria extraparenchimale dal polmone collassato. Un pneumotorace (soprattutto se tensione) può essere pericoloso per la vita e richiede trattamento urgente.",True,,
1,IT0375,[Un ragazzo di 25 anni è vittima di un incidente motociclistico. Viene soccorso e trasferito presso l'ospedale più vicino; viene valutato dai medici del Pronto Soccorso che rilevano una Glasgow Coma Scale (GCS) di 8/15. Il ragazzo viene sottoposto a una TC cerebrale (si veda l'immagine).] Qual è la diagnosi più probabile?,B,True,B,"IT0375, B
Reasoning: La TC mostra una raccolta extra-assiale iperdensa a forma di mezzaluna lungo la convexità cerebrale con effetto massa e spostamento della linea mediana. La morfologia a falce/crescent (non lentiforme) e la tendenza a oltrepassare le suture sono caratteristiche di un ematoma sottodur",True,API_ERROR,API_ERROR,False,,
1,IT0390,"[ Un uomo di 45 anni, cadendo dallo scooter, riporta una frattura scomposta del terzo medio della diafisi omerale con il quadro radiografico in figura.]  Qual è la complicanza immediata più frequente che si potrebbe verificare con il suddetto quadro clinico-radiografico?",C,True,C,"IT0390, C
Reasoning: Una frattura traumatica deformata del terzo medio della diafisi omerale mette a rischio soprattutto il nervo radiale, che corre nella gola del nervo (solco radiale) sulla faccia postero-laterale dell'omero in quel tratto. La lesione del nervo radiale (paralisi del polso, deficit sensitivi dorso-radiali della mano) è la complicanza più frequente in questo tipo di frattura. Lesioni del nervo mediano/ulnare o dell'arteria brachiale sono più tipiche di fratture distali/sovracondiloidee; tromboembolismo polmonare non è una complicanza immediata tipica di questo quadro.",True,C,"IT0390, C
Reasoning: Nella terza media della diafisi omerale il nervo radiale percorre la gola (solco) spiraleale postero-laterale dell'omero ed è quindi il più a rischio nelle fratture scomposte di questa sede. La lesione provoca tipicamente deficit dell'estensione del polso e delle dita (wrist drop) e ipoestesia della faccia dorsale radiale della mano. Lesioni di nervo mediano o ulnare o dell'arteria brachiale sono molto meno frequenti per fratture del terzo",True,,
1,IT0455,"Un paziente pauci-sintomatico di 78 anni, in corso di autovalutazione della pressione arteriosa riscontra una certa irregolarità del battito.  L'ECG mostrato in figura evidenzia:",B,True,API_ERROR,API_ERROR,False,API_ERROR,API_ERROR,False,,
1,IT0456,"Un uomo di 70 anni, iperteso e fumatore, che ha subito recentemente un intervento di prostatectomia, richiede assistenza per la comparsa di dispnea da circa 5 ore. Al  monitor del personale dell'ambulanza, la pressione arteriosa è 100/50 mmHg e la saturazione di O2 risulta pari a 88%. Viene inoltre registrato l'elettrocardiogramma  mostrato in figura.  Quale è la diagnosi più probabile?",B,True,B,"IT0456, B
Reasoning: Paziente anziano, recente intervento chirurgico (immobilizzazione), iperteso e fumatore — profilo ad alto rischio per tromboembolismo venoso. Presenta dispnea acuta, ipossiemia (SO2 88%) e ipotensione lieve, che suggeriscono un evento cardiopolmonare acuto. L’ECG mostra tachicardia sinusale e segni compatibili con sforzo del ventricolo destro (pattern S1Q3T3, inversioni dell’onda T nelle derivazioni destre/anterose e as",True,B,"IT0456, B
Reasoning: Quadro clinico tipico per embolia polmonare acuta: anziano, fattori di rischio (recente intervento chirurgico, immobilità, fumatore), insorgenza acuta di dispnea, ipossiemia (SaO2 88%) e ipotensione suggestiva di embolia massiva con compromissione dello stato emodinamico. L’ECG descritto nel testo (segni di sovraccarico ventricolare destro / pattern S1Q",True,,
1,IT0507,Una donna di 77 anni in buone condizioni generali giunge in Pronto Soccorso in seguito a caduta accidentale in casa. In figura viene mostrata la radiografia del bacino e  delle anche della paziente.  Come si definisce questa frattura?,A,True,API_ERROR,API_ERROR,False,API_ERROR,API_ERROR,False,,
1,IT0512,"Un uomo di 82 anni accede in Pronto Soccorso: da alcuni giorni riferisce difficoltà nella deambulazione, avvertendo la sensazione di gamba destra ""pesante"". Da circa 2  giorni i figli hanno notato anche disturbi nell'eloquio; gli stessi riferiscono inoltre che circa 4 settimane prima il padre ha subito un trauma cranico da caduta accidentale. In  anamnesi il paziente riferisce ipertensione arteriosa in terapia medica, diabete mellito tipo II, fibrillazione atriale (in terapia con warfarin). Alla visita del neurochirurgo il  paziente presenta una afasia espressiva e un franco slivellamento dell'arto superiore e inferiore di destra alle prove antigravitarie. Viene eseguita una TC encefalo che  dimostra la presenza di una raccolta ematica a forma di semiluna, iso-ipodensa rispetto al parenchima cerebrale (vedi immagine).  Qual è la diagnosi più verosimile, considerando le immagini neuroradiologiche e la storia clinica?",A,True,A,"IT0512, A
Reasoning: Uomo anziano, trauma cranico 4 settimane prima, progressivo deficit neurologico e terapia anticoagulante — quadro tipico per ematoma subdural cronico. La TC mostra una raccolta a forma di “mezza luna” lungo la convessità che attraversa le suture (caratteristica del sottodurale) ed è iso-ipodensa rispetto al parenchima (aspetto tipico nelle fasi croniche). Ematoma sottodurale acuto sarebbe iperdenso; epidurale ha forma lentiforme e non attraversa le suture; emorragia subaracnoidea e intraparenchimale hanno aspetti e sedi diversi.",True,A,"IT0512, A
Reasoning: Anziano con trauma cranico avvenuto ~4 settimane prima, anticoagulato e con insorgenza subacuta di deficit focali è tipico per ematoma sottodurale cronico. L'aspetto tomografico descritto come raccolta a forma di semiluna (crescentica) iso-ipodensa rispetto al parenchima è caratteristico del sottodurale cronico (liquefazione nel tempo). Ematoma sottodurale acuto sarebbe iperdenso; l'ematoma epidurale ha tipica morfologia biconvexa/lenticolare e non attraversa le suture; emorragia intraparenchimale e subaracnoidea hanno aspetti e sedi diverse.",True,,
1,IT0532,"Un paziente di 67 anni, maschio, giunge all'attenzione medica per un'emicrania resistente ai trattamenti di prima linea. Ha eseguito un'indagine RM dell'encefalo.  Osservare le due immagini e indicare la risposta corretta.",C,True,C,"IT0532, C
Reasoning: L'immagine A mostra il liquor scuro e la sostanza bianca più iperintensa rispetto alla corteccia: caratteristico di una sequenza T1. L'immagine B mostra il liquor molto iperintenso e la corteccia relativamente più brillante rispetto alla sostanza bianca, aspetto tipico di una sequenza T2. Non ci sono segni di potenziamento da mezzo di contrasto. Quindi A = T1 e B = T2 (opzione C).",True,API_ERROR,API_ERROR,False,,
1,IT0533,"Un paziente di 35 anni giunge in Pronto Soccorso per dolore trafittivo all'emitorace sinistro insorto in seguito a movimento brusco, associato a dispnea. La radiografia  mostra un quadro non univoco e viene eseguita un'indagine TC.  Alla luce del quadro TC, qual è la diagnosi del paziente?",A,True,API_ERROR,API_ERROR,False,A,"IT0533, A
Reasoning: Quadro clinico tipico di pneumotorace spontaneo (uomo giovane, dolore pleurico acuto a sinistra insorto dopo movimento brusco e dispnea). Alla TC il riscontro caratteristico sarebbe una linea pleurica viscerale separata dalla parete toracica con assenza di parenchima polmonare periferico al di fuori di tale linea (airspace pleurico), differente dall’aspetto di un versamento pleurico che appare come raccolta fluida dipendente o un addensamento polmonare che mostra incremento di densità nel parenchima. Poiché i sintomi sono a sinistra, la diagnosi più coerente è pneumotorace sinistro.",True,,
